id,price
0,1997.172
1,6641.908
2,1192.804
3,3015.284
4,1499.912
5,16621.376
6,524.888
7,424.66
8,519.212
9,16179.86
10,744.296
11,960.112
12,662.92
13,1274.984
14,2153.512
15,1958.504
16,1423.228
17,742.916
18,2626.728
19,1176.848
20,14951.744
21,16850.904
22,1081.184
23,16135.016
24,659.196
25,10995.912
26,874.46
27,11570.732
28,385.548
29,559.528
30,6170.487
31,488.192
32,795.596
33,456.612
34,1604.08
35,16876.184
36,1459.552
37,698.308
38,397.076
39,1485.776
40,3343.456
41,5225.68
42,5600.92
43,1939.352
44,3753.0797333333335
45,6552.036
46,10676.852
47,3562.72
48,2117.012
49,8701.616
50,1072.808
51,8307.416
52,574.604
53,7329.4472
54,458.492
55,5002.176
56,758.704
57,547.172
58,839.688
59,2546.26
60,602.208
61,826.208
62,673.068
63,7728.404
64,3378.48
65,421.892
66,666.524
67,465.98
68,461.736
69,616.076
70,1204.368
71,15939.42
72,1401.56
73,1337.704
74,2894.924
75,1465.908
76,491.756
77,16635.264
78,3309.188
79,2454.496
80,1514.46
81,2009.412
82,16446.008
83,619.488
84,436.068
85,799.924
86,3764.188
87,2136.368
88,2684.388
89,5340.396
90,556.468
91,1497.956
92,672.768
93,6401.492
94,577.346
95,380.048
96,561.492
97,4438.882
98,438.176
99,6669.98
100,7063.876
101,10866.048
102,8591.98
103,9389.56
104,16315.16
105,680.664
106,622.836
107,857.772
108,11465.288
109,1644.26
110,3844.176
111,6505.884
112,8573.148
113,541.224
114,9795.716
115,1099.224
116,1858.968
117,658.356
118,582.48
119,3494.376
120,1176.464
121,4050.268
122,17924.424
123,17058.512
124,6490.904
125,1623.712
126,622.8
127,839.38
128,2763.732
129,536.284
130,7976.572
131,1402.672
132,6748.172
133,437.296
134,2575.044
135,497.74
136,16952.496
137,15591.02
138,667.88
139,12752.42
140,1183.28
141,3391.256
142,1603.044
143,15365.288
144,2240.796
145,3816.24
146,869.464
147,1034.872
148,3476.62
149,1452.336
150,3277.072
151,10101.296
152,4309.788
153,1668.008
154,683.096
155,1044.232
156,1523.436
157,1863.736
158,1484.528
159,1689.764
160,1682.06
161,2678.54
162,1504.556
163,476.676
164,522.32
165,8260.62
166,377.232
167,1833.428
168,17606.912
169,3091.036
170,5351.356
171,1826.348
172,578.336
173,2529.224
174,17051.012
175,1732.884
176,3933.592
177,6234.3
178,7413.808
179,651.084
180,12249.032
181,502.948
