id,price
0,2850.185333333333
1,8878.405799999999
2,1622.984
3,3620.1513333333337
4,1753.9173333333333
5,16987.352
6,749.7386666666667
7,441.5198666666667
8,637.572
9,17113.855333333337
10,848.312
11,965.2321999999999
12,726.48
13,1613.96
14,3128.266
15,2379.348
16,1774.296
17,840.1093333333333
18,3153.708
19,1444.3
20,16351.475733333335
21,17372.807733333335
22,1233.896
23,17079.0244
24,722.896
25,13814.136
26,1092.532
27,14248.895400000001
28,460.372
29,653.033
30,7501.6105333333335
31,607.928
32,796.384
33,567.7482666666666
34,2112.0404
35,17349.784
36,2232.419333333333
37,834.112
38,528.6926666666667
39,1878.2341999999999
40,3579.456
41,5796.745333333333
42,7002.3008
43,2630.1653333333334
44,4733.152
45,9051.5796
46,14240.828666666668
47,4388.008
48,2615.462533333334
49,10457.712399999999
50,1218.484
51,10979.897666666666
52,667.58
53,8549.242
54,599.36
55,6911.064
56,920.265
57,707.36
58,1080.292
59,2942.752
60,739.668
61,896.902
62,799.528
63,9589.184
64,5054.224
65,518.712
66,983.1135555555554
67,562.86
68,581.86
69,761.624
70,1377.3356
71,17336.24133333333
72,1549.504
73,1555.2840714285715
74,3257.92
75,1962.1836666666666
76,628.6053333333333
77,17366.819666666666
78,4240.224666666666
79,3012.044
80,1963.668
81,2595.896
82,17813.06133333333
83,754.3549333333332
84,561.24
85,984.7466666666668
86,4256.100666666667
87,2476.6130000000003
88,3339.568
89,7272.506
90,662.28
91,1834.3007047619049
92,903.6566666666665
93,8399.643800000002
94,651.6896666666668
95,436.1791333333333
96,638.5733333333333
97,5005.870666666666
98,499.39833333333337
99,8624.574285714285
100,9045.208
101,12969.425
102,10979.111333333332
103,12840.904
104,17559.112
105,651.164
106,732.868
107,859.3443333333333
108,14042.533333333335
109,1894.1133333333332
110,4531.8189999999995
111,8053.065333333334
112,9552.821333333333
113,735.3514666666665
114,12432.087238095237
115,1393.516
116,2213.185333333333
117,833.9782666666666
118,657.0344
119,3505.084
120,1403.474
121,4408.329333333333
122,17846.18866666667
123,17444.66213333333
124,9621.633333333331
125,2024.288
126,759.0814666666668
127,1018.6884380952383
128,2869.62
129,727.0624
130,9735.055
131,1890.436
132,9182.525333333331
133,532.8673333333332
134,3175.904
135,562.5333333333334
136,17239.4032
137,17318.673333333332
138,820.59
139,17181.650666666665
140,1410.6846666666668
141,3926.316
142,1927.8813333333333
143,17403.186333333335
144,2687.5052
145,4303.800333333334
146,997.0537333333335
147,1368.184
148,4274.557333333333
149,1826.254
150,3853.036
151,12219.156
152,4820.908333333334
153,1731.1338
154,793.2937333333334
155,1211.8434666666662
156,2023.274
157,2118.776
158,1538.2913333333333
159,2001.6253333333334
160,1829.07
161,2923.0584
162,1844.2797333333333
163,587.6422857142857
164,636.951
165,9198.986333333334
166,415.116
167,2410.332
168,17565.518
169,3860.232
170,6464.292
171,2331.322
172,680.548
173,2857.972
174,17837.6494
175,2631.408
176,4883.688
177,6744.144
178,10116.182
179,684.868
180,14121.186666666668
181,623.6183333333332
182,17840.492
183,1852.051
184,3149.89
185,17034.596
186,1099.9404000000002
187,2853.9544
188,4389.066599999999
189,900.338
190,6820.576
191,976.66
192,1097.3393333333333
193,17686.26
194,4278.552
195,2691.618333333333
196,16898.396
197,808.0366666666667
198,822.728
199,591.75
200,5319.86
201,3067.088
202,470.948
203,1014.4812444444445
204,13714.494933333333
205,1148.428
206,16803.604
207,17137.026666666665
208,8391.525066666667
209,779.072
210,7964.453800000001
211,3378.42
212,3640.210666666667
213,2622.9026666666664
214,1389.296
215,14963.409599999999
216,3820.278666666666
217,734.065
218,4329.0237333333325
219,772.984
220,2081.4152666666664
221,2058.7284
222,703.994
223,13567.771428571428
224,4605.91
225,1764.3790666666666
226,3051.0033999999996
227,10409.238666666668
228,384.828
229,15392.108
230,17354.224
231,7389.004
232,771.068
233,783.6833333333333
234,2645.376
235,1688.9778666666666
236,3916.628
237,553.99
238,1135.5692666666666
239,17521.166533333333
240,518.3503333333333
241,11152.448
242,17079.992666666665
243,12267.612733333332
244,821.7153333333333
245,2710.732
246,17921.696
247,11161.842
248,625.028
249,713.9452
250,3057.9356000000002
251,1291.1904619047618
252,1140.1052666666667
253,6687.210666666667
254,17413.2464
255,10323.418
256,17328.192933333336
257,785.0886666666668
258,7190.031333333333
259,965.8635000000002
260,773.476
261,17080.916333333334
262,17915.504
263,1422.4373333333335
264,1090.3962666666669
265,1397.2538666666667
266,724.558
267,998.3466666666665
268,757.8296
269,5110.424
270,1632.889
271,3488.676
272,5010.081599999998
273,3850.352
274,438.6806666666667
275,465.40193333333343
276,585.08
277,658.812
278,6533.052
279,16430.516
280,779.6363333333333
281,697.7915999999999
282,3583.612
283,898.46
284,748.742
285,16634.25
286,825.1505999999999
287,15724.113333333333
288,12154.388333333334
289,551.0596952380953
290,634.504
291,3254.976
292,784.369
293,2720.348
294,6229.212
295,468.708
296,17799.232
297,8135.071333333334
298,3417.348
299,1353.7977142857144
300,577.4902666666667
301,691.4139428571428
302,453.291
303,2607.573333333333
304,16364.553333333333
305,15834.055333333332
306,10658.846200000002
307,9814.517333333331
308,603.0238
309,6392.251
310,740.6827333333334
311,766.604
312,5154.456
313,1615.5
314,5623.760933333334
315,2034.5116
316,5952.672
317,17173.84
318,13962.2
319,450.364
320,5022.232
321,6196.578666666667
322,11066.113066666667
323,433.84306666666663
324,736.5326666666666
325,15842.573333333334
326,474.904
327,3443.176
328,3393.144
329,595.9086666666666
330,3973.007666666667
331,2264.1096666666667
332,1426.1095999999998
333,621.2704
334,3211.168
335,1220.634
336,556.6226666666666
337,569.828
338,1353.6293333333333
339,3694.008
340,16954.648
341,6175.046
342,1033.3584
343,2817.0986666666668
344,1583.4216000000001
345,6418.984
346,1510.392
347,861.5213333333334
348,11057.523000000001
349,16820.753
350,7889.5273333333325
351,3245.9421333333335
352,721.036
353,4318.305333333334
354,425.27733333333333
355,3508.072
356,642.2106666666667
357,5564.325
358,2399.68
359,6130.476
360,1364.9353428571426
361,1237.4133238095235
362,1792.953
363,1148.7096
364,752.78
365,6284.232
366,916.1433333333333
367,1950.2704000000006
368,1740.434980952381
369,2987.692
370,1090.2928
371,3621.4366666666665
372,793.518
373,799.1893333333334
374,419.154
375,8099.956
376,623.035
377,1329.6733333333334
378,7566.209333333333
379,2540.9853333333335
380,524.072
381,1588.208
382,17463.755333333334
383,523.0010285714286
384,2335.352
385,1178.2242666666666
386,17583.886
387,699.976
388,8606.77
389,10250.028
390,601.944
391,17446.692
392,17803.2454
393,6657.348
394,3839.6296666666667
395,2203.308
396,14085.562
397,3913.703333333333
398,4089.82
399,1432.872
400,1474.86
401,1635.7028000000003
402,2989.908
403,507.6906666666667
404,969.5823809523808
405,3311.2846666666665
406,792.5646666666667
407,633.1097523809525
408,846.6322666666669
409,9660.174733333335
410,7129.496
411,4307.790666666667
412,3496.004
413,2003.578
414,16959.744
415,6342.608
416,1010.5015333333333
417,634.906
418,444.334
419,10657.065666666664
420,703.148
421,615.02
422,7973.307980952381
423,6796.768
424,3565.8826666666664
425,9869.448866666668
426,4254.472
427,6200.1320000000005
428,2543.424
429,583.027
430,710.7713333333334
431,1073.87
432,10963.493333333332
433,1188.865266666667
434,13657.485333333332
435,4411.328
436,769.916
437,4726.532
438,4633.31
439,563.284
440,6091.344
441,17186.664
442,650.576
443,1285.9653333333335
444,1063.3296666666665
445,4543.873333333334
446,2405.584
447,16756.526166666667
448,655.8006666666668
449,1075.6488
450,2447.948
451,17373.671
452,1366.3832857142856
453,991.8437333333334
454,6258.495333333334
455,11210.707333333332
456,544.5973333333333
457,5062.6503999999995
458,4870.025657142856
459,2380.004
460,3301.4728
461,1770.4045809523807
462,656.494
463,16229.913333333332
464,17881.22
465,5934.055733333334
466,12959.792
467,6511.78
468,411.752
469,913.0543999999999
470,15362.156
471,17497.309
472,9533.403333333332
473,17187.996
474,2156.3976
475,7224.322
476,7466.179333333333
477,1424.672
478,558.4293333333334
479,13115.197
480,1858.656
481,6213.276
482,2212.02
483,442.464
484,5196.989866666666
485,930.7750000000001
486,593.5393333333333
487,743.6360666666668
488,2517.2147999999997
489,1163.4218666666668
490,1011.5367333333334
491,1001.7794857142856
492,3884.180666666667
493,9874.726666666666
494,17119.809
495,970.03
496,3638.764
497,1607.1146666666668
498,14058.761
499,766.282
500,4000.624
501,1348.764
502,1740.744
503,7599.612
504,6485.928533333333
505,9361.444
506,681.949
507,15851.188
508,456.4746666666667
509,14381.932
510,4042.896
511,2857.584
512,3066.792
513,725.4295999999999
514,6707.812
515,754.612
516,10391.088
517,4281.036
518,17654.41733333333
519,6061.88
520,9021.412
521,1011.824
522,1527.5126666666667
523,4709.166466666666
524,10289.362285714285
525,577.762
526,1500.048
527,714.848
528,729.3660000000001
529,851.2166666666666
530,4980.522723809522
531,8974.1142
532,10620.376
533,8558.484
534,1436.892
535,1826.9100000000003
536,445.1407333333334
537,5161.763866666666
538,476.808
539,6103.3
540,1159.9468
541,3733.152
542,3728.3006666666665
543,1716.1473333333336
544,1081.113
545,12551.049
546,5230.148666666666
547,3350.0013333333336
548,5178.221333333334
549,15214.0344
550,17600.648
551,2873.528
552,6734.556
553,1347.1456
554,4797.014066666667
555,478.724
556,2427.4706666666666
557,720.4352
558,2884.664
559,8208.294666666667
560,622.1026666666668
561,3125.564
562,10379.208
563,708.148
564,1124.8167999999998
565,17789.148
566,3144.38
567,624.56
568,1800.753
569,14634.216666666665
570,704.3513333333333
571,898.4408000000001
572,9337.324666666666
573,1623.54
574,1394.5633333333335
575,707.6825142857142
576,906.3719999999998
577,2986.936
578,18121.1394
579,8277.794399999999
580,431.098
581,4854.9203333333335
582,724.1169333333335
583,1321.1
584,878.6311999999999
585,5225.024
586,16114.102933333334
587,588.172
588,793.2296666666667
589,1100.14
590,3576.4
591,15264.776
592,4854.448666666667
593,17554.636666666665
594,1024.2084
595,422.7136666666667
596,12392.594
597,850.3563333333334
598,1004.1426666666666
599,14478.131733333334
600,681.924
601,769.8505333333334
602,3355.96
603,4305.625333333334
604,1101.664
605,2681.618
606,16897.588
607,8043.417380952381
608,14140.750666666667
609,989.8333333333334
610,4831.684
611,3871.38
612,5317.788
613,711.047
614,731.52
615,15650.917
616,3324.5488
617,795.45
618,4573.787666666666
619,953.3870666666668
620,14125.209
621,7725.216
622,10673.874666666668
623,777.4441999999999
624,697.6139428571428
625,10076.692
626,15517.75
627,6927.988
628,6603.988
629,1427.6716666666666
630,2837.6
631,9495.516
632,972.3496
633,411.732
634,441.368
635,16847.1048
636,11270.943533333333
637,2399.322
638,12395.238666666668
639,1736.7464
640,18027.216
641,8647.564
642,579.1783333333334
643,16762.336
644,18005.36
645,5022.587666666667
646,4474.744066666665
647,15888.2776
648,2987.532
649,10548.672
650,2581.156
651,1629.9616666666668
652,804.5536000000002
653,2491.861733333333
654,725.6776
655,3955.63
656,6957.78
657,2288.6397333333334
658,687.724
659,15852.465333333332
660,857.6536
661,943.924076190476
662,4285.412
663,774.548
664,5146.537466666665
665,11477.727999999997
666,6264.292
667,16800.24
668,1321.6897142857142
669,1011.4364
670,17741.36
671,805.9056666666667
672,9283.911333333332
673,8424.054933333333
674,1204.1102
675,720.812
676,7082.173666666667
677,8101.052
678,738.8696
679,635.4613333333333
680,2230.753333333333
681,617.6038
682,1038.0676
683,7147.360733333333
684,17728.288
685,16176.611
686,1927.954
687,3266.22
688,5089.856133333333
689,645.2273333333334
690,745.93
691,13794.4448
692,3113.3786666666665
693,16591.125066666667
694,2399.0
695,724.3219999999999
696,5583.334533333334
697,7264.586866666668
698,1263.6786666666665
699,757.8099333333333
700,2927.588
701,754.5226666666667
702,14062.221333333335
703,715.964
704,17512.405
705,17622.144
706,1008.112
707,14365.065733333335
708,474.272
709,5227.486666666667
710,3515.52
711,17600.888
712,1337.9541999999997
713,560.3072
714,946.752
715,787.9746666666666
716,7221.380066666667
717,3138.3690666666666
718,16445.108
719,794.8958666666666
720,494.68379999999996
721,7167.8508
722,6473.42
723,1545.3476
724,1162.2697142857144
725,417.908
726,5778.938666666667
727,15725.972
728,10440.874666666667
729,12873.348
730,5709.947723809523
731,6431.596
732,598.1153333333334
733,3866.056
734,15793.568
735,6649.052
736,1932.6433333333334
737,1822.7496
738,568.0266666666666
739,6218.072
740,1005.8344000000001
741,586.0692666666666
742,2892.076
743,7861.788
744,17245.9184
745,763.6
746,8670.246
747,498.41233333333327
748,552.984
749,5233.397333333333
750,793.1184000000001
751,617.8775333333334
752,4098.741
753,8287.775133333334
754,8599.272
755,2432.176
756,6830.928933333334
757,4508.697666666666
758,5791.596
759,12369.728
760,11326.76313333333
761,2946.036
762,12734.124
763,3821.4903999999997
764,3436.468
765,526.866
766,2897.324
767,717.116
768,13230.024
769,16678.7732
770,6424.634666666666
771,1173.0482666666667
772,14866.14
773,16884.598
774,3737.375666666667
775,9315.486666666666
776,3240.868
777,891.536
778,2753.292666666667
779,1891.712
780,17389.504666666664
781,11977.938
782,6966.873666666666
783,17993.1
784,7790.0796
785,2534.261333333333
786,450.044
787,8819.603600000002
788,6233.14
789,3144.330666666667
790,1043.624
791,1948.444
792,766.5746666666666
793,17919.392
794,1932.6040000000003
795,695.552
796,577.676
797,8260.952333333333
798,14510.983333333334
799,1300.021219047619
800,716.428
801,5487.296
802,9264.834666666666
803,10709.902
804,850.4306666666666
805,12799.245333333332
806,6656.2
807,1221.5806666666665
808,14415.904
809,2713.996
810,7099.904
811,4466.058666666667
812,1930.5550666666663
813,3186.032
814,871.452
815,954.2611999999999
816,9021.448
817,7271.828
818,17432.64
819,6161.598
820,9555.238
821,7061.495542857143
822,859.712
823,17269.755333333334
824,17748.788
825,5320.8172
826,463.92
827,6849.478
828,886.3384
829,575.852
830,752.1089333333332
831,834.5849999999999
832,1352.0016
833,982.9230666666668
834,842.1186666666666
835,17914.487
836,3351.696
837,895.5877333333334
838,1513.6326666666666
839,861.258
840,14917.36
841,6601.74
842,16375.6
843,5158.429666666667
844,1681.632
